,distributor,id,rating score
8066,no_data,tt0105212,no_data
8067,Netflix,tt0095626,no_data
8068,20th Century Studios,tt1073498,2.4/10
8069,Netflix,tt1013743,5.6/10
8070,Troma Entertainment,tt1754022,no_data
8071,Universal Pictures,tt0384642,41%
8072,20th Century Studios,tt0455967,4.5/10
8073,no_data,tt4636252,no_data
8074,20th Century Studios,tt1279935,6.1/10
8075,InterCom,tt0901476,3.5/10
8076,Regal Entertainment,tt0479725,no_data
8077,no_data,no_data,no_data
8078,no_data,tt9421200,no_data
8079,no_data,tt1912982,no_data
8080,no_data,tt3507138,no_data
8081,Netflix,tt1033643,4.5/10
8082,20th Century Studios Home Entertainment,tt1935929,no_data
8083,Columbia Pictures,tt4660800,no_data
8084,20th Century Studios,tt0073629,78%
8085,20th Century Studios,tt1031969,41%
8086,20th Century Studios,tt0093779,8.4/10
8087,GoodTimes Entertainment,tt1050263,no_data
8088,InterCom,tt0300471,6.1/10
8089,no_data,tt0396817,no_data
8090,20th Century Studios,tt0822832,63%
8091,Netflix,tt0449059,7.7/10
8092,Vudu,tt0113492,4/10
8093,InterCom,tt0116669,4.4/10
8094,no_data,tt0936468,no_data
8095,Magnolia Pictures,tt1736049,90%
8096,Disney+,tt0147800,69%
8097,no_data,tt9056822,no_data
8098,no_data,tt2089781,no_data
8099,no_data,tt0154985,no_data
8100,Lionsgate,tt1289406,63%
8101,Netflix,tt0449059,7.7/10
8102,Vudu,tt0113492,4/10
8103,Netflix,tt0116669,4.4/10
8104,no_data,tt0936468,no_data
8105,Magnolia Pictures,tt1736049,90%
8106,Disney+,tt0147800,69%
8107,no_data,tt9056822,no_data
8108,no_data,tt2089781,no_data
8109,no_data,tt0154985,no_data
8110,Lionsgate,tt1289406,63%
8111,no_data,tt3507138,no_data
8112,Netflix,tt1033643,4.5/10
8113,20th Century Studios Home Entertainment,tt1935929,no_data
8114,Columbia Pictures,tt4660800,no_data
8115,20th Century Studios,tt0073629,78%
8116,20th Century Studios,tt1031969,41%
8117,20th Century Studios,tt0093779,8.4/10
8118,GoodTimes Entertainment,tt1050263,no_data
8119,InterCom,tt0300471,6.1/10
8120,no_data,tt0396817,no_data
8121,20th Century Studios,tt0822832,63%
8122,Netflix,tt0449059,7.7/10
8123,Vudu,tt0113492,4/10
8124,InterCom,tt0116669,4.4/10
8125,no_data,tt0936468,no_data
8126,Magnolia Pictures,tt1736049,90%
8127,Disney+,tt0147800,69%
8128,no_data,tt9056822,no_data
8129,no_data,tt2089781,no_data
8130,no_data,tt0154985,no_data
8131,Lionsgate,tt1289406,63%
8132,Eagle Pictures,tt2290553,no_data
8133,Samuel Goldwyn Films,tt4607722,6.3/10
8134,Netflix,tt0181875,8/10
8135,Entertainment One,tt1403241,4.5/10
8136,Netflix,tt0120524,25%
8137,Universal Pictures,tt6857112,7.9/10
8138,no_data,tt0181084,no_data
8139,no_data,tt0046399,no_data
8140,Netflix,tt2383068,63%
8141,Anchor Bay Entertainment,tt0328720,no_data
8142,no_data,tt3283864,7/10
8143,no_data,tt0107937,no_data
8144,no_data,tt0194237,no_data
8145,General Film Distributors,tt0041460,no_data
8146,United Artists Corporation,tt0309912,no_data
8147,no_data,tt10039524,6.8/10
8148,no_data,no_data,no_data
8149,no_data,tt0181617,no_data
8150,Lionsgate,tt1450321,66%
8151,Bryanston Films,tt0181437,no_data
8152,Republic Pictures,tt0036707,no_data
8153,XLrator Media,tt1786751,7%
8154,no_data,tt1601813,no_data
8155,no_data,tt0389557,7.1/10
8156,Netflix,tt1175709,5.5/10
8157,InterCom,tt0161081,47%
8158,no_data,tt0040948,no_data
8159,Netflix,tt0092206,7.6/10
8160,no_data,tt0168815,no_data
8161,Shree Venkatesh Films,tt6958152,no_data
8162,Enrico Guazzoni,tt0013388,no_data
8163,no_data,tt0122161,no_data
8164,no_data,tt8783146,no_data
8165,no_data,tt12624584,no_data
8166,no_data,tt0064435,no_data
8167,Netflix,tt0161010,no_data
8168,no_data,tt0182306,no_data
8169,Netflix,tt2918436,4/10
8170,no_data,tt2196564,no_data
8171,no_data,tt0364604,no_data
8172,Sahamongkol Film International,tt1653690,5.7/10
8173,Netflix,tt2386237,5.5/10
8174,no_data,tt13372944,no_data
8175,Vertical Entertainment,tt5078852,5.9/10
8176,Netflix,tt0095296,3.6/10
8177,no_data,tt0097446,no_data
8178,no_data,tt1104834,no_data
8179,Vertical Entertainment,tt1718924,4.1/10
8180,Metro-Goldwyn-Mayer,tt0067952,67%
8181,Paramount Pictures,tt0009744,no_data
8182,Lucky Red Distribuzione,tt2403029,1.6/10
8183,20th Century Studios,tt0045186,29%
8184,Caesar Film,tt0190596,no_data
8185,no_data,tt4464394,no_data
8186,Netflix,tt0429493,5.4/10
8187,no_data,tt0064178,no_data
8188,no_data,tt14212090,no_data
8189,no_data,tt0105212,no_data
8190,The Cannon Group,tt0095626,no_data
8191,20th Century Studios,tt1073498,2.4/10
8192,Netflix,tt1013743,5.6/10
8193,Troma Entertainment,tt1754022,no_data
8194,Universal Pictures,tt0384642,41%
8195,20th Century Studios,tt0455967,4.5/10
8196,no_data,tt4636252,no_data
8197,20th Century Studios,tt1279935,6.1/10
8198,InterCom,tt0901476,3.5/10
8199,Regal Entertainment,tt0479725,no_data
8200,no_data,no_data,no_data
8201,no_data,tt9421200,no_data
8202,no_data,tt1912982,no_data
8203,no_data,tt3507138,no_data
8204,Netflix,tt1033643,4.5/10
8205,20th Century Studios Home Entertainment,tt1935929,no_data
8206,Columbia Pictures,tt4660800,no_data
8207,20th Century Studios,tt0073629,78%
8208,20th Century Studios,tt1031969,41%
8209,20th Century Studios,tt0093779,8.4/10
8210,GoodTimes Entertainment,tt1050263,no_data
8211,InterCom,tt0300471,6.1/10
8212,no_data,tt0396817,no_data
8213,20th Century Studios,tt0822832,63%
8214,Netflix,tt0449059,7.7/10
8215,Netflix,tt0113492,4/10
8216,Netflix,tt0116669,4.4/10
8217,no_data,tt0936468,no_data
8218,Magnolia Pictures,tt1736049,90%
8219,Disney+,tt0147800,69%
8220,no_data,tt9056822,no_data
8221,no_data,tt2089781,no_data
8222,Netflix,tt0892899,no_data
8223,Lionsgate,tt1289406,63%
8224,no_data,tt3507138,no_data
8225,Netflix,tt1033643,4.5/10
8226,Netflix,tt1935929,no_data
8227,20th Century Studios,tt1366344,4.4/10
8228,20th Century Studios,tt0073629,78%
8229,20th Century Studios,tt1031969,41%
8230,20th Century Studios,tt0093779,8.4/10
8231,GoodTimes Entertainment,tt1050263,no_data
8232,InterCom,tt0300471,6.1/10
8233,no_data,tt0396817,no_data
8234,20th Century Studios,tt0822832,63%
8235,Netflix,tt0449059,7.7/10
8236,Netflix,tt0113492,4/10
8237,Disney+,tt0116669,4.4/10
8238,no_data,tt0936468,no_data
8239,Magnolia Pictures,tt1736049,90%
8240,Netflix,tt0147800,69%
8241,no_data,tt9056822,no_data
8242,no_data,tt2089781,no_data
8243,Netflix,tt0892899,no_data
8244,Lionsgate,tt1289406,63%
8245,no_data,tt4636252,no_data
8246,20th Century Studios,tt1279935,6.1/10
8247,Netflix,tt0901476,3.5/10
8248,Regal Entertainment,tt0479725,no_data
8249,no_data,no_data,no_data
8250,no_data,tt9421200,no_data
8251,no_data,tt1912982,no_data
8252,no_data,tt3507138,no_data
8253,Netflix,tt1033643,4.5/10
8254,20th Century Studios Home Entertainment,tt1935929,no_data
8255,20th Century Studios,tt1366344,4.4/10
8256,20th Century Studios,tt0073629,78%
8257,20th Century Studios,tt1031969,41%
8258,Disney+,tt0093779,8.4/10
8259,GoodTimes Entertainment,tt1050263,no_data
8260,InterCom,tt0300471,6.1/10
8261,InterCom,tt0100405,6/10
8262,20th Century Studios,tt0822832,63%
8263,Netflix,tt0449059,7.7/10
8264,Vudu,tt0113492,4/10
8265,Netflix,tt0116669,4.4/10
8266,no_data,tt0936468,no_data
8267,Magnolia Pictures,tt1736049,90%
8268,Netflix,tt0147800,69%
8269,no_data,tt9056822,no_data
8270,no_data,tt2089781,no_data
8271,Netflix,tt0892899,no_data
8272,Lionsgate,tt1289406,63%
8273,Regal Entertainment,tt0479725,no_data
8274,no_data,no_data,no_data
8275,no_data,tt9421200,no_data
8276,no_data,tt1912982,no_data
8277,no_data,tt3507138,no_data
8278,Netflix,tt1033643,4.5/10
8279,20th Century Studios Home Entertainment,tt1935929,no_data
8280,Columbia Pictures,tt4660800,no_data
8281,20th Century Studios,tt0073629,78%
8282,20th Century Studios,tt1031969,41%
8283,20th Century Studios,tt0093779,8.4/10
8284,GoodTimes Entertainment,tt1050263,no_data
8285,Netflix,tt0300471,6.1/10
8286,no_data,tt0396817,no_data
8287,20th Century Studios,tt0822832,63%
8288,Netflix,tt0449059,7.7/10
8289,Vudu,tt0113492,4/10
8290,Netflix,tt0116669,4.4/10
8291,no_data,tt0936468,no_data
8292,Magnolia Pictures,tt1736049,90%
8293,Netflix,tt0147800,69%
8294,no_data,tt9056822,no_data
8295,no_data,tt2089781,no_data
8296,Netflix,tt0892899,no_data
8297,Lionsgate,tt1289406,63%
8298,no_data,tt0064435,no_data
8299,Arts Council England,tt0161010,no_data
8300,no_data,tt0182306,no_data
8301,Netflix,tt2918436,4/10
8302,no_data,tt2196564,no_data
8303,no_data,tt0364604,no_data
8304,Sahamongkol Film International,tt1653690,5.7/10
8305,Netflix,tt2386237,5.5/10
8306,no_data,tt13372944,no_data
8307,Vertical Entertainment,tt5078852,5.9/10
8308,The Cannon Group,tt0095296,3.6/10
8309,no_data,tt0097446,no_data
8310,no_data,tt1104834,no_data
8311,Vertical Entertainment,tt1718924,4.1/10
8312,Metro-Goldwyn-Mayer,tt0067952,67%
8313,Paramount Pictures,tt0009744,no_data
8314,Lucky Red Distribuzione,tt2403029,1.6/10
8315,Netflix,tt0045186,29%
8316,Netflix,tt0111143,4.6/10
8317,no_data,tt4464394,no_data
8318,Netflix,tt0429493,5.4/10
8319,no_data,tt0064178,no_data
8320,no_data,tt14212090,no_data
8321,no_data,tt0105212,no_data
8322,The Cannon Group,tt0095626,no_data
8323,20th Century Studios,tt1073498,2.4/10
8324,InterCom,tt1013743,5.6/10
8325,Troma Entertainment,tt1754022,no_data
8326,Universal Pictures,tt0384642,41%
8327,20th Century Studios,tt0455967,4.5/10
8328,no_data,tt4636252,no_data
8329,20th Century Studios,tt1279935,6.1/10
8330,InterCom,tt0901476,3.5/10
8331,Regal Entertainment,tt0479725,no_data
8332,no_data,no_data,no_data
8333,no_data,tt9421200,no_data
8334,no_data,tt1912982,no_data
8335,no_data,tt3507138,no_data
8336,Netflix,tt1033643,4.5/10
8337,20th Century Studios Home Entertainment,tt1935929,no_data
8338,Columbia Pictures,tt4660800,no_data
8339,20th Century Studios,tt0073629,78%
8340,20th Century Studios,tt1031969,41%
8341,20th Century Studios,tt0093779,8.4/10
8342,Paramount Pictures,tt0007361,no_data
8343,InterCom,tt0300471,6.1/10
8344,no_data,tt0396817,no_data
8345,20th Century Studios,tt0822832,63%
8346,Netflix,tt0449059,7.7/10
8347,Vudu,tt0113492,4/10
8348,InterCom,tt0116669,4.4/10
8349,no_data,tt0936468,no_data
8350,Magnolia Pictures,tt1736049,90%
8351,Netflix,tt0147800,69%
8352,no_data,tt9056822,no_data
8353,no_data,tt2089781,no_data
8354,Netflix,tt0892899,no_data
8355,Lionsgate,tt1289406,63%
8356,no_data,tt0396817,no_data
8357,20th Century Studios,tt0822832,63%
8358,Netflix,tt0449059,7.7/10
8359,Vudu,tt0113492,4/10
8360,InterCom,tt0116669,4.4/10
8361,no_data,tt0936468,no_data
8362,Magnolia Pictures,tt1736049,90%
8363,Disney+,tt0147800,69%
8364,no_data,tt9056822,no_data
8365,no_data,tt2089781,no_data
8366,no_data,tt0154985,no_data
8367,Lionsgate,tt1289406,63%
8368,Troma Entertainment,tt1754022,no_data
8369,Universal Pictures,tt0384642,41%
8370,20th Century Studios,tt0455967,4.5/10
8371,no_data,tt4636252,no_data
8372,20th Century Studios,tt1279935,6.1/10
8373,Netflix,tt0901476,3.5/10
8374,Regal Entertainment,tt0479725,no_data
8375,no_data,no_data,no_data
8376,no_data,tt9421200,no_data
8377,no_data,tt1912982,no_data
8378,no_data,tt3507138,no_data
8379,Netflix,tt1033643,4.5/10
8380,20th Century Studios Home Entertainment,tt1935929,no_data
8381,Columbia Pictures,tt4660800,no_data
8382,20th Century Studios,tt0073629,78%
8383,20th Century Studios,tt1031969,41%
8384,20th Century Studios,tt0093779,8.4/10
8385,GoodTimes Entertainment,tt1050263,no_data
8386,InterCom,tt0300471,6.1/10
8387,no_data,tt0396817,no_data
8388,20th Century Studios,tt0822832,63%
8389,Netflix,tt0449059,7.7/10
8390,Vudu,tt0113492,4/10
8391,InterCom,tt0116669,4.4/10
8392,no_data,tt0936468,no_data
8393,Magnolia Pictures,tt1736049,90%
8394,Netflix,tt0147800,69%
8395,no_data,tt9056822,no_data
8396,no_data,tt2089781,no_data
8397,Netflix,tt0892899,no_data
8398,Lionsgate,tt1289406,63%
8399,Netflix,tt0092206,7.6/10
8400,no_data,tt0168815,no_data
8401,Shree Venkatesh Films,tt6958152,no_data
8402,Enrico Guazzoni,tt0013388,no_data
8403,no_data,tt0122161,no_data
8404,no_data,tt8783146,no_data
8405,no_data,tt12624584,no_data
8406,no_data,tt0064435,no_data
8407,Arts Council England,tt0161010,no_data
8408,no_data,tt0182306,no_data
8409,Relativity Media,tt2918436,4/10
8410,no_data,tt2196564,no_data
8411,no_data,tt0364604,no_data
8412,Sahamongkol Film International,tt1653690,5.7/10
8413,no_data,tt0289589,no_data
8414,no_data,tt13372944,no_data
8415,Vertical Entertainment,tt5078852,5.9/10
8416,The Cannon Group,tt0095296,3.6/10
8417,no_data,tt0097446,no_data
8418,no_data,tt1104834,no_data
8419,Vertical Entertainment,tt1718924,4.1/10
8420,Metro-Goldwyn-Mayer,tt0067952,67%
8421,Paramount Pictures,tt0009744,no_data
8422,Lucky Red Distribuzione,tt2403029,1.6/10
8423,20th Century Studios,tt0045186,29%
8424,Caesar Film,tt0190596,no_data
8425,no_data,tt4464394,no_data
8426,Netflix,tt0429493,5.4/10
8427,no_data,tt0064178,no_data
8428,no_data,tt14212090,no_data
8429,no_data,tt0105212,no_data
8430,Netflix,tt0095626,no_data
8431,20th Century Studios,tt1073498,2.4/10
8432,InterCom,tt1013743,5.6/10
8433,Troma Entertainment,tt1754022,no_data
8434,Universal Pictures,tt0384642,41%
8435,20th Century Studios,tt0455967,4.5/10
8436,no_data,tt4636252,no_data
8437,20th Century Studios,tt1279935,6.1/10
8438,Netflix,tt0901476,3.5/10
8439,Regal Entertainment,tt0479725,no_data
8440,no_data,no_data,no_data
8441,no_data,tt9421200,no_data
8442,no_data,tt1912982,no_data
8443,no_data,tt3507138,no_data
8444,InterCom,tt1033643,4.5/10
8445,Netflix,tt1935929,no_data
8446,Columbia Pictures,tt4660800,no_data
8447,20th Century Studios,tt0073629,78%
8448,20th Century Studios,tt1031969,41%
8449,20th Century Studios,tt0093779,8.4/10
8450,GoodTimes Entertainment,tt1050263,no_data
8451,Netflix,tt0300471,6.1/10
8452,no_data,tt0396817,no_data
8453,20th Century Studios,tt0822832,63%
8454,Netflix,tt0449059,7.7/10
8455,Netflix,tt0113492,4/10
8456,InterCom,tt0116669,4.4/10
8457,no_data,tt0936468,no_data
8458,Magnolia Pictures,tt1736049,90%
8459,Netflix,tt0147800,69%
8460,no_data,tt9056822,no_data
8461,no_data,tt2089781,no_data
8462,Netflix,tt0892899,no_data
8463,Lionsgate,tt1289406,63%
8464,Sonet Film,tt0198837,no_data
8465,Netflix,tt1027862,38%
8466,Netflix,tt0139606,no_data
8467,no_data,tt0495044,no_data
8468,no_data,no_data,no_data
8469,no_data,tt0283383,no_data
8470,Netflix,tt0267548,no_data
8471,no_data,tt0058163,no_data
8472,no_data,tt0810394,no_data
8473,no_data,tt1033467,no_data
8474,New Line Cinema,tt0100817,no_data
8475,Paramount Pictures,tt0018080,no_data
8476,no_data,no_data,no_data
8477,Columbia Pictures,tt0103957,no_data
8478,Artisan Entertainment,tt0107372,no_data
8479,Allfilm,tt2991224,7.4/10
8480,Magnolia Pictures,tt2499414,3/10
8481,no_data,tt6463320,no_data
8482,no_data,tt0057175,no_data
8483,no_data,tt7557258,no_data
8484,no_data,tt2295564,3.9/10
8485,no_data,no_data,no_data
8486,no_data,tt5740852,6.8/10
8487,no_data,tt3011164,no_data
8488,no_data,no_data,no_data
8489,Vudu,tt0263757,4/10
8490,Metro-Goldwyn-Mayer,tt0108451,5.6/10
8491,Netflix,tt0105698,4.5/10
8492,iTunes,tt0092115,3.7/10
8493,United Artists Corporation,tt0058672,90%
8494,no_data,tt0103245,no_data
8495,no_data,tt7773340,4.1/10
8496,Vudu,tt0144814,4.1/10
8497,United Artists Corporation,tt0067535,no_data
8498,Netflix,tt3504824,no_data
8499,Cineplex Entertainment,tt0113810,no_data
8500,Vudu,tt0362270,6.1/10
8501,no_data,tt0139394,no_data
8502,Columbia Pictures,tt0433386,3.6/10
8503,Netflix,tt2763296,no_data
8504,no_data,tt3720058,no_data
8505,Netflix,tt0061722,87%
8506,Metro-Goldwyn-Mayer,tt0305396,5.4/10
8507,American International Pictures,tt0056943,7.3/10
8508,no_data,tt7468616,78%
8509,iTunes,tt1412386,78%
8510,United Artists Corporation,tt0052287,no_data
8511,20th Century Studios,tt0936501,5.8/10
8512,no_data,tt10782876,no_data
8513,no_data,tt12181184,no_data
8514,20th Century Studios,tt0107079,20%
8515,Metro-Goldwyn-Mayer,tt0084732,63%
8516,no_data,tt0222396,no_data
8517,American International Pictures,tt0075261,4.5/10
8518,Mozinet,tt1146295,no_data
8519,Netflix,tt0096118,50%
8520,no_data,tt8569578,100%
8521,no_data,tt0064949,63%
8522,United Artists Corporation,tt0070653,6.5/10
8523,Netflix,tt0096046,5/10
8524,no_data,tt4819560,100%
8525,Netflix,tt0091886,89%
8526,no_data,tt0046266,no_data
8527,American International Pictures,tt0076637,86%
8528,no_data,tt8897388,no_data
8529,no_data,tt3836512,7/10
8530,Netflix,tt0093822,7.7/10
8531,United Artists Corporation,tt0265591,5.1/10
8532,no_data,tt9537532,no_data
8533,SF Studios,tt1376717,7/10
8534,no_data,tt0046156,no_data
8535,Universal Pictures,tt0082846,93%
8536,no_data,tt0102543,no_data
8537,Seven Arts Pictures,tt1268809,33%
8538,The Cannon Group,tt0082806,3.5/10
8539,no_data,tt5884834,no_data
8540,no_data,tt11092594,7.6/10
8541,United Artists Corporation,tt0081184,5.8/10
8542,United Artists Corporation,tt0049472,no_data
8543,no_data,tt8716282,no_data
8544,Metro-Goldwyn-Mayer,tt0206113,4.5/10
8545,Netflix,tt2872732,6/10
8546,R. R. Venkat,no_data,no_data
8547,Paramount Pictures,tt0037885,no_data
8548,Orion Pictures,tt0104765,40%
8549,no_data,tt4242158,6/10
8550,Orion Pictures,tt0102316,74%
8551,Lionsgate,tt1103153,3.3/10
8552,Metro-Goldwyn-Mayer,tt0347369,4.6/10
8553,Icon Productions,tt1319716,29%
8554,Netflix,tt0480269,6/10
8555,Netflix,tt0080928,no_data
8556,Hemdale Film Corporation,tt0104418,no_data
8557,Warner Bros.,tt0099726,6.4/10
8558,United Artists Corporation,tt0113243,32%
8559,no_data,tt0113223,no_data
8560,Columbia Pictures,tt0045829,no_data
8561,Mosfilm,tt0068519,no_data
8562,Netflix,tt0333766,86%
8563,no_data,tt0826713,no_data
8564,United Artists Corporation,tt0051629,no_data
8565,United Artists Corporation,tt0043554,no_data
8566,no_data,tt0107399,no_data
8567,Netflix,tt0305632,2.7/10
8568,Netflix,tt0204313,3.6/10
8569,Sony Pictures Home Entertainment,tt0382019,3.9/10
8570,ABKCO Records,tt0067866,7.1/10
8571,UIP-Dunafilm,tt1135487,6.4/10
8572,Shochiku,tt0330229,6.6/10
8573,Netflix,tt0112864,6.1/10
8574,20th Century Studios,tt0095016,94%
8575,Vudu,tt0109578,0%
8576,no_data,tt0409838,no_data
8577,Anand Pandit,tt10309902,no_data
8578,Hemdale Film Corporation,tt0099242,4.6/10
8579,United Artists Corporation,tt0082146,32%
8580,PolyGram Filmed Entertainment,tt0112637,52%
8581,Warner Bros.,tt0077294,6.2/10
8582,no_data,tt0066880,no_data
8583,SF Home Entertainment,tt0932547,no_data
8584,20th Century Studios,tt0064115,89%
8585,Orion Pictures,tt3519772,6/10
8586,20th Century Studios,tt0118798,7.1/10
8587,Magnolia Pictures,tt0772157,6.3/10
8588,Showtime Networks,tt0101500,no_data
8589,Netflix,tt1630626,4.1/10
8590,Netflix,tt0309372,67%
8591,American International Pictures,tt0068284,5.3/10
8592,no_data,tt3469910,7.8/10
8593,Amazon Studios,tt13372992,no_data
8594,Orion Pictures,tt0088781,no_data
8595,Netflix,tt0099091,63%
8596,no_data,tt0009891,no_data
8597,Netflix,tt0092585,no_data
8598,Netflix,tt1034090,3.5/10
8599,no_data,tt0246414,no_data
8600,20th Century Studios,tt0401445,25%
8601,Columbia Pictures,tt0088915,5/10
8602,American International Pictures,tt0052655,6.7/10
8603,Columbia Pictures,tt0048918,no_data
8604,Netflix,tt0085121,40%
8605,no_data,tt0073924,no_data
8606,no_data,tt3687316,5.6/10
8607,Hannover House,tt1407084,3.9/10
8608,Netflix,tt0114194,5.1/10
8609,no_data,tt10965792,no_data
8610,no_data,tt0052310,no_data
8611,Netflix,tt0055019,no_data
8612,Fandango,tt2559786,no_data
8613,Paramount Pictures,tt0014738,no_data
8614,StudioCanal,tt1227183,6.7/10
8615,Netflix,tt0440803,5.3/10
8616,no_data,tt0111079,no_data
8617,no_data,tt7914282,no_data
8618,Village Roadshow,tt0803061,83%
8619,Netflix,tt0373968,no_data
8620,no_data,tt0158845,no_data
8621,no_data,tt0113630,no_data
8622,no_data,tt0213108,no_data
8623,no_data,tt0091598,no_data
8624,no_data,tt0246090,no_data
8625,United States Army,tt0038687,83%
8626,no_data,tt9001808,no_data
8627,United Artists Corporation,tt0060491,5.8/10
8628,no_data,tt11573410,no_data
8629,Metro-Goldwyn-Mayer,tt0113161,88%
8630,no_data,tt0063211,no_data
8631,no_data,tt0113120,no_data
8632,no_data,tt0210681,no_data
8633,no_data,tt1781812,no_data
8634,no_data,tt1808641,no_data
8635,no_data,tt0133212,no_data
8636,no_data,tt3918808,no_data
8637,Hrvatska radiotelevizija,tt0166406,no_data
8638,no_data,no_data,no_data
8639,Netflix,tt0150021,no_data
8640,Summit Entertainment,tt0976222,6.4/10
8641,Producers Releasing Corporation,tt0037518,no_data
8642,Entertainment One,tt2081438,no_data
8643,Troma Entertainment,tt0259077,no_data
8644,Paramount Pictures,tt2784678,86%
8645,ADS Service,no_data,no_data
8646,Magnolia Pictures,tt2286990,3.5/10
8647,Netflix,tt1336601,no_data
8648,Netflix,tt1444252,no_data
8649,20th Century Studios,tt1446714,7/10
8650,no_data,no_data,no_data
8651,no_data,tt0209013,no_data
8652,Irvin Shapiro,tt0039389,no_data
8653,Netflix,tt0780516,5.7/10
8654,Warner Bros.,tt0085375,no_data
8655,no_data,tt8043434,no_data
8656,no_data,tt7241926,5.4/10
8657,no_data,no_data,no_data
8658,"SHOWBOX Co., Ltd.",tt0448621,no_data
8659,no_data,tt0109187,no_data
8660,Eagle Pictures,tt2290553,no_data
8661,Samuel Goldwyn Films,tt4607722,6.3/10
8662,InterCom,tt0181875,8/10
8663,Entertainment One,tt1403241,4.5/10
8664,Netflix,tt0120524,25%
8665,Universal Pictures,tt6857112,7.9/10
8666,no_data,tt0181084,no_data
8667,no_data,tt0046399,no_data
8668,Magnolia Pictures,tt2383068,63%
8669,Anchor Bay Entertainment,tt0328720,no_data
8670,no_data,tt3283864,7/10
8671,no_data,tt0107937,no_data
8672,no_data,tt0194237,no_data
8673,General Film Distributors,tt0041460,no_data
8674,no_data,tt0247577,no_data
8675,no_data,tt10039524,6.8/10
8676,no_data,no_data,no_data
8677,no_data,tt0181617,no_data
8678,Lionsgate,tt1450321,66%
8679,Bryanston Films,tt0181437,no_data
8680,Republic Pictures,tt0036707,no_data
8681,XLrator Media,tt1786751,7%
8682,no_data,tt1601813,no_data
8683,no_data,tt0389557,7.1/10
8684,Netflix,tt1175709,5.5/10
8685,Netflix,tt0161081,47%
8686,no_data,tt0040948,no_data
8687,Netflix,tt0092206,7.6/10
8688,no_data,tt0168815,no_data
8689,Shree Venkatesh Films,tt6958152,no_data
8690,Enrico Guazzoni,tt0013388,no_data
8691,no_data,tt0122161,no_data
8692,no_data,tt8783146,no_data
8693,no_data,tt12624584,no_data
8694,no_data,tt0064435,no_data
8695,Arts Council England,tt0161010,no_data
8696,no_data,tt0182306,no_data
8697,Netflix,tt2918436,4/10
8698,no_data,tt2196564,no_data
8699,no_data,tt0364604,no_data
8700,Sahamongkol Film International,tt1653690,5.7/10
8701,Netflix,tt2386237,5.5/10
8702,no_data,tt13372944,no_data
8703,Vertical Entertainment,tt5078852,5.9/10
8704,Netflix,tt0095296,3.6/10
8705,no_data,tt0097446,no_data
8706,no_data,tt1104834,no_data
8707,Vertical Entertainment,tt1718924,4.1/10
8708,Metro-Goldwyn-Mayer,tt0067952,67%
8709,Paramount Pictures,tt0009744,no_data
8710,Netflix,tt2403029,1.6/10
8711,20th Century Studios,tt0045186,29%
8712,Caesar Film,tt0190596,no_data
8713,no_data,tt4464394,no_data
8714,Netflix,tt0429493,5.4/10
8715,no_data,tt0064178,no_data
8716,no_data,tt14212090,no_data
8717,no_data,tt0105212,no_data
8718,The Cannon Group,tt0095626,no_data
8719,20th Century Studios,tt1073498,2.4/10
8720,Netflix,tt1013743,5.6/10
8721,Troma Entertainment,tt1754022,no_data
8722,Universal Pictures,tt0384642,41%
8723,20th Century Studios,tt0455967,4.5/10
8724,no_data,tt4636252,no_data
8725,20th Century Studios,tt1279935,6.1/10
8726,InterCom,tt0901476,3.5/10
8727,Regal Entertainment,tt0479725,no_data
8728,no_data,no_data,no_data
8729,no_data,tt9421200,no_data
8730,no_data,tt1912982,no_data
8731,no_data,tt3507138,no_data
8732,Netflix,tt1033643,4.5/10
8733,Netflix,tt1935929,no_data
8734,Columbia Pictures,tt4660800,no_data
8735,20th Century Studios,tt0073629,78%
8736,20th Century Studios,tt1031969,41%
8737,20th Century Studios,tt0093779,8.4/10
8738,Paramount Pictures,tt0007361,no_data
8739,InterCom,tt0300471,6.1/10
8740,no_data,tt0396817,no_data
8741,20th Century Studios,tt0822832,63%
8742,Netflix,tt0449059,7.7/10
8743,Vudu,tt0113492,4/10
8744,Netflix,tt0116669,4.4/10
8745,no_data,tt0936468,no_data
8746,Magnolia Pictures,tt1736049,90%
8747,InterCom,tt0147800,69%
8748,no_data,tt9056822,no_data
8749,no_data,tt2089781,no_data
8750,Netflix,tt0892899,no_data
8751,Lionsgate,tt1289406,63%
8752,InterCom,tt0901476,3.5/10
8753,Regal Entertainment,tt0479725,no_data
8754,no_data,no_data,no_data
8755,no_data,tt9421200,no_data
8756,no_data,tt1912982,no_data
8757,no_data,tt3507138,no_data
8758,InterCom,tt1033643,4.5/10
8759,20th Century Studios Home Entertainment,tt1935929,no_data
8760,Columbia Pictures,tt4660800,no_data
8761,20th Century Studios,tt0073629,78%
8762,20th Century Studios,tt1031969,41%
8763,20th Century Studios,tt0093779,8.4/10
8764,Paramount Pictures,tt0007361,no_data
8765,InterCom,tt0300471,6.1/10
8766,no_data,tt0396817,no_data
8767,20th Century Studios,tt0822832,63%
8768,Netflix,tt0449059,7.7/10
8769,Netflix,tt0113492,4/10
8770,Netflix,tt0116669,4.4/10
8771,no_data,tt0936468,no_data
8772,Magnolia Pictures,tt1736049,90%
8773,Disney+,tt0147800,69%
8774,no_data,tt9056822,no_data
8775,no_data,tt2089781,no_data
8776,Netflix,tt0892899,no_data
8777,Lionsgate,tt1289406,63%
